text,label
"Painful enlarged navicula, right foot.  Osteochondroma of right fifth metatarsal. Partial tarsectomy navicula and partial metatarsectomy, right foot.",1
The patient is status post C3-C4 anterior cervical discectomy and fusion.,1
CT REPORT - Soft Tissue Neck,0
3-1/2-year-old presents with bilateral scrotal swellings consistent with bilateral inguinal hernias.,1
"Resection of left chest wall tumor, partial resection of left diaphragm, left lower lobe lung wedge resection, left chest wall reconstruction with Gore-Tex mesh.",1
"Upper respiratory tract infection, persistent.  Tinea pedis.  Wart on the finger.  Hyperlipidemia.  Tobacco abuse.",0
A 12-year-old young man with sinus congestion.,0
Nuclear cardiac stress report.  Recurrent angina pectoris in a patient with documented ischemic heart disease and underlying ischemic cardiomyopathy.,1
"Anterior cervical discectomy C4-C5 arthrodesis with 8 mm lordotic ACF spacer, corticocancellous, and stabilization with Synthes Vector plate and screws.  Cervical spondylosis and herniated nucleus pulposus of C4-C5.",1
A 62-year-old white female with multiple chronic problems including hypertension and a lipometabolism disorder.,0
Dietary consultation for carbohydrate counting for type I diabetes.,0
Patient complaining of cough and blood mixed with sputum production with a past medical history significant for asbestos exposure.,0
a pleasant 62-year-old male with cerebral palsy,0
"Acute appendicitis, gangrenous.  Appendectomy.",1
Decreased ability to perform daily living activity secondary to recent right hip surgery.,0
"Weakness, malaise dyspnea on exertion, 15-pound weight loss - Bilateral pneumonia, hepatitis, renal insufficiency,",0
A 31-year-old white female admitted to the hospital with pelvic pain and vaginal bleeding.  Right ruptured ectopic pregnancy with hemoperitoneum.   Anemia secondary to blood loss.,0
Esophagogastroduodenoscopy with biopsy.,1
Circumcision and release of ventral chordee.,1
MRI Brain: Subacute right thalamic infarct.,0
"Left buttock abscess, status post incision and drainage.   Recommended some local wound care",0
"Patient status post gastric bypass surgery, developed nausea and right upper quadrant pain.",0
Dental prophylaxis under general anesthesia.,1
Bilateral carotid cerebral angiogram and right femoral-popliteal angiogram.,1
"Skin biopsy, scalp mole.  Darkened mole status post punch biopsy, scalp lesion.  Rule out malignant melanoma with pulmonary metastasis.",1
"Squamous cell carcinoma of the larynx.  Total laryngectomy, right level 2, 3, 4 neck dissection, tracheoesophageal puncture, cricopharyngeal myotomy, right thyroid lobectomy.",1
"Synovitis - anterior cruciate ligament tear of the left knee.  The patient is a 52-year-old male, who was referred to Physical Therapy, secondary to left knee pain.   The patient fell in a grocery store.  He reports slipping on a grape that was on the floor.",1
"Trimalleolar ankle fracture and dislocation right ankle.  A comminuted fracture involving the lateral malleolus, as well as a medial and posterior malleolus fracture as well.  Closed open reduction and internal fixation of right ankle.",1
"Sample normal ear, nose, mouth, and throat exam.",0
Laparoscopic cholecystectomy with cholangiogram.  Acute gangrenous cholecystitis with cholelithiasis.  The patient had essentially a dead gallbladder with stones and positive wide bile/pus coming from the gallbladder.,1
"Lump in the chest wall.   Probably an old fracture of the area with callus formation, need to rule out the possibility of a tumor.",0
"Patient with hypertension, syncope, and spinal stenosis - for recheck.",0
"Removal of cystic lesion, removal of teeth, modified Le Fort I osteotomy.",1
The patient is in complaining of headaches and dizzy spells.,0
"Umbilical hernia repair template.  The umbilical hernia carefully reduced back into the cavity, and the fascia was closed with interrupted vertical mattress sutures to approximate the fascia.",1
"The patient is a 21-year-old Caucasian male, who attempted suicide by trying to jump from a moving car, which was being driven by his mother.",1
The patient needs refills on her Xanax,0
Right argon laser assisted stapedectomy.  Bilateral conductive hearing losses with right stapedial fixation secondary to otosclerosis.,1
"Echocardiographic examination.  Borderline left ventricular hypertrophy with normal ejection fraction at 60%, mitral annular calcification with structurally normal mitral valve, no intracavitary thrombi is seen, interatrial septum was somewhat difficult to assess, but appeared to be intact on the views obtained.",0
"Bilateral myringotomies, insertion of PE tubes, and pharyngeal anesthesia.",1
"Nonhealing right ankle stasis ulcer.  A 52-year-old native American-Indian man with hypertension, chronic intermittent bipedal edema, and recurrent leg venous ulcers was admitted for scheduled vascular surgery.",0
Trabeculectomy with mitomycin C - Sample/Template.,1
"Diagnostic laparoscopy.   Acute pelvic inflammatory disease and periappendicitis.  The patient appears to have a significant pain requiring surgical evaluation.  It did not appear that the pain was pelvic in nature, but more higher up in the abdomen, more towards the appendix.",1
Coil embolization of patent ductus arteriosus.,1
"Subcutaneous ulnar nerve transposition.  A curvilinear incision was made over the medial elbow, starting proximally at the medial intermuscular septum, curving posterior to the medial epicondyle, then curving anteriorly along the path of the ulnar nerve.  Dissection was carried down to the ulnar nerve.",1
The patient is a 63-year-old white male who was admitted to the hospital with CHF and lymphedema.,0
"Neck exploration; tracheostomy; urgent flexible bronchoscopy via tracheostomy site; removal of foreign body, tracheal metallic stent material; dilation distal trachea; placement of #8 Shiley single cannula tracheostomy tube.",1
Fractured right fifth metatarsal.  Open reduction and internal screw fixation right fifth metatarsal.  Application of short leg splint.,1
"The patient has been successful with weight loss due to assistance from others in keeping a food diary, picking lower-calorie items, her three-meal pattern, getting a balanced diet, and all her physical activity.",0
"Flexible fiberoptic bronchoscopy with right lower lobe bronchoalveolar lavage and right upper lobe endobronchial biopsy.  Severe tracheobronchitis, mild venous engorgement with question varicosities associated pulmonary hypertension, right upper lobe submucosal hemorrhage without frank mass underneath it status post biopsy.",1
"Short-term followup - Hypertension, depression, osteoporosis, and osteoarthritis.",0
"Generalized abdominal pain, nausea, diarrhea, and recent colonic resection.  CT abdomen with and without contrast and CT pelvis with contrast.  Axial CT images of the abdomen were obtained without contrast.  Axial CT images of the abdomen and pelvis were then obtained utilizing 100 mL of Isovue-300.",0
Closed reduction of mandible fractures with Erich arch bars and elastic fixation.  Left angle and right body mandible fractures.,0
Extensive stage small cell lung cancer.  Chemotherapy with carboplatin and etoposide.  Left scapular pain status post CT scan of the thorax.,0
"One-month followup for unintentional weight loss, depression, paranoia, dementia, and osteoarthritis of knees.  Doing well.",0
"Infection (folliculitis), pelvic pain, mood swings, and painful sex (dyspareunia).",0
"11-year-old female.  History of congestion, possibly enlarged adenoids.",0
"Squamous cell carcinoma of the larynx.  Total laryngectomy, right level 2, 3, 4 neck dissection, tracheoesophageal puncture, cricopharyngeal myotomy, right thyroid lobectomy.",1
"Nasal septal reconstruction, bilateral submucous resection of the inferior turbinates, and bilateral outfracture of the inferior turbinates.  Chronic nasal obstruction secondary to deviated nasal septum and inferior turbinate hypertrophy.",1
Shortness of breath for two weeks and a history of pneumonia.  CT angiography chest with contrast.  Axial CT images of the chest were obtained for pulmonary embolism protocol utilizing 100 mL of Isovue-300.,1
"Normal review of systems template.  The patient denies fever, fatigue, weakness, weight gain or weight loss.",0
"Evaluation of pain and symptoms related to a recurrent bunion deformity in bilateral feet - recurrent bunion deformity, right forefoot & pes planovalgus deformity, bilateral feet.",0
